Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv1557	mmpL6	Probable conserved transmembrane transport protein MmpL6	xu_inh_025_vs_xu_inh_0	0.04	1	1	2
Rv1558	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.06	1	1	4
Rv1559	ilvA	Probable threonine dehydratase IlvA	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1560	vapB11	Possible antitoxin VapB11	xu_inh_025_vs_xu_inh_0	-0.39	1	1	2
Rv1561	vapC11	Possible toxin VapC11	xu_inh_025_vs_xu_inh_0	-0.6	1	1	3
Rv1562c	treZ	Maltooligosyltrehalose trehalohydrolase TreZ	xu_inh_025_vs_xu_inh_0	0.8	0.12826	1	0
Rv1563c	treY	Maltooligosyltrehalose synthase TreY	xu_inh_025_vs_xu_inh_0	0.55	1	1	0
Rv1564c	treX	Probable maltooligosyltrehalose synthase TreX	xu_inh_025_vs_xu_inh_0	-0.56	1	1	0
Rv1565c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-1.59	0.31376	1	2
Rv1566c	-	Possible Inv protein	xu_inh_025_vs_xu_inh_0	0.85	1	1	2
Rv1567c	-	Probable hypothetical membrane protein	xu_inh_025_vs_xu_inh_0	0.1	1	1	4
Rv1568	bioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase BioA	xu_inh_025_vs_xu_inh_0	-0.43	1	1	0
Rv1569	bioF1	Probable 8-amino-7-oxononanoate synthase BioF1 (AONS) (8-amino-7-ketopelargonate synthase) (7-keto-8-amino-pelargonic acid synthetase) (7-KAP synthetase) (L-alanine--pimelyl CoA ligase)	xu_inh_025_vs_xu_inh_0	0.16	1	1	0
Rv1570	bioD	Dethiobiotin synthetase BioD	xu_inh_025_vs_xu_inh_0	0.45	1	1	0
Rv1571	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.15	1	1	4
Rv1572c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.19	1	1	4
Rv1573	-	Probable PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	0	1	1	3
Rv1574	-	Probable PhiRv1 phage related protein	xu_inh_025_vs_xu_inh_0	-0.12	1	1	3
Rv1576c	-	Probable PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	-0.08	1	1	3
Rv1577c	-	Probable PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	-1.2	1	1	3
Rv1578c	-	Probable PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	-0.15	1	1	2
Rv1579c	-	Probable PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	0.47	1	1	3
Rv1580c	-	Probable PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	-0.73	1	1	3
Rv1581c	-	Probable PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	-0.49	1	1	3
Rv1582c	-	Probable PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	0.01	1	1	3
Rv1583c	-	Probable PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	0.78	1	1	3
Rv1584c	-	Possible PhiRv1 phage protein	xu_inh_025_vs_xu_inh_0	-0.24	1	1	3
Rv1585c	-	Possible phage PhiRv1 protein	xu_inh_025_vs_xu_inh_0	-0.08	1	1	3
Rv1586c	-	Probable PhiRv1 integrase	xu_inh_025_vs_xu_inh_0	-0.26	1	1	1
Rv1587c	-	Partial REP13E12 repeat protein	xu_inh_025_vs_xu_inh_0	-0.72	1	1	3
Rv1588c	-	Partial REP13E12 repeat protein	xu_inh_025_vs_xu_inh_0	-0.21	1	1	3
Rv1589	bioB	Probable biotin synthetase BioB	xu_inh_025_vs_xu_inh_0	-0.27	1	1	0
Rv1590	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.66	1	1	4
Rv1591	-	Probable transmembrane protein	xu_inh_025_vs_xu_inh_0	-0.13	1	1	4
Rv1592c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.23	1	1	4
Rv1593c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.42	1	1	3
Rv1594	nadA	Probable quinolinate synthetase NadA	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1595	nadB	Probable L-aspartate oxidase NadB	xu_inh_025_vs_xu_inh_0	1.56	1	1	0
Rv1596	nadC	Probable nicotinate-nucleotide pyrophosphatase NadC	xu_inh_025_vs_xu_inh_0	-0.54	1	1	0
Rv1597	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.58	1	1	4
Rv1598c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.32	1	1	4
Rv1599	hisD	Probable histidinol dehydrogenase HisD (HDH)	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1600	hisC1	Probable histidinol-phosphate aminotransferase HisC1	xu_inh_025_vs_xu_inh_0	-0.59	1	1	0
Rv1601	hisB	Probable imidazole glycerol-phosphate dehydratase HisB	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1602	hisH	Probable amidotransferase HisH	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1603	hisA	Probable phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase HisA	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1604	impA	Probable inositol-monophosphatase ImpA (imp)	xu_inh_025_vs_xu_inh_0	-0.23	1	1	0
Rv1605	hisF	Probable cyclase HisF	xu_inh_025_vs_xu_inh_0	0.31	1	1	0
Rv1606	hisI	Probable phosphoribosyl-AMP 1,6 cyclohydrolase HisI	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1607	chaA	Probable ionic transporter integral membrane protein ChaA	xu_inh_025_vs_xu_inh_0	-0.36	1	1	0
Rv1608c	bcpB	Probable peroxidoxin BcpB	xu_inh_025_vs_xu_inh_0	0.21	1	1	0
Rv1609	trpE	Anthranilate synthase component I TrpE (glutamine amidotransferase)	xu_inh_025_vs_xu_inh_0	0.1	1	1	0
Rv1610	-	Possible conserved membrane protein	xu_inh_025_vs_xu_inh_0	-0.23	1	1	3
Rv1611	trpC	Probable indole-3-glycerol phosphate synthase TrpC	xu_inh_025_vs_xu_inh_0	-0.09	1	1	0
Rv1612	trpB	Tryptophan synthase, beta subunit TrpB	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1613	trpA	Probable tryptophan synthase, alpha subunit TrpA	xu_inh_025_vs_xu_inh_0	-1.51	1	1	0
Rv1614	lgt	Possible prolipoprotein diacylglyceryl transferases Lgt	xu_inh_025_vs_xu_inh_0	0.04	1	1	0
Rv1615	-	Probable membrane protein	xu_inh_025_vs_xu_inh_0	-0.04	1	1	4
Rv1616	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.08	1	1	4
Rv1617	pykA	Probable pyruvate kinase PykA	xu_inh_025_vs_xu_inh_0	0.17	1	1	0
Rv1618	tesB1	Probable acyl-CoA thioesterase II TesB1	xu_inh_025_vs_xu_inh_0	0.01	1	1	0
Rv1619	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.74	1	1	4
Rv1620c	cydC	Probable 'component linked with the assembly of cytochrome' transport transmembrane ATP-binding protein ABC transporter CydC	xu_inh_025_vs_xu_inh_0	1.3	1	1	0
Rv1621c	cydD	Probable 'component linked with the assembly of cytochrome' transport transmembrane ATP-binding protein ABC transporter CydD	xu_inh_025_vs_xu_inh_0	1.57	0.80345	1	0
Rv1622c	cydB	Probable integral membrane cytochrome D ubiquinol oxidase (subunit II) CydB (cytochrome BD-I oxidase subunit II)	xu_inh_025_vs_xu_inh_0	3.09	1	1	0
Rv1623c	cydA	Probable integral membrane cytochrome D ubiquinol oxidase (subunit I) CydA (cytochrome BD-I oxidase subunit I)	xu_inh_025_vs_xu_inh_0	-0.18	1	1	0
Rv1624c	-	Probable conserved membrane protein	xu_inh_025_vs_xu_inh_0	-0.56	1	1	3
Rv1625c	cya	Membrane-anchored adenylyl cyclase Cya (ATP pyrophosphate-lyase) (adenylate cyclase)	xu_inh_025_vs_xu_inh_0	0.29	1	1	0
Rv1626	-	Probable two-component system transcriptional regulator	xu_inh_025_vs_xu_inh_0	5.07	0	3	1
Rv1627c	-	Probable nonspecific lipid-transfer protein	xu_inh_025_vs_xu_inh_0	0.16	1	1	1
Rv1628c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.28	1	1	4
Rv1629	polA	Probable DNA polymerase I PolA	xu_inh_025_vs_xu_inh_0	-0.54	1	1	0
Rv1630	rpsA	30S ribosomal protein S1 RpsA	xu_inh_025_vs_xu_inh_0	-0.05	1	1	0
Rv1631	coaE	Probable dephospho-CoA kinase CoaE (dephosphocoenzyme a kinase)	xu_inh_025_vs_xu_inh_0	1.52	1	1	1
Rv1632c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.02	1	1	4
Rv1633	uvrB	Probable excinuclease ABC (subunit B-helicase) UvrB	xu_inh_025_vs_xu_inh_0	0.96	0.01129	2	0
Rv1634	-	Possible drug efflux membrane protein	xu_inh_025_vs_xu_inh_0	1.19	0.02658	2	2
Rv1635c	-	Probable mannosyltransferase Probable conserved transmembrane protein	xu_inh_025_vs_xu_inh_0	0.11	1	1	2
Rv1636	TB15.3	Iron-regulated universal stress protein family protein TB15.3	xu_inh_025_vs_xu_inh_0	0	1	1	2
Rv1637c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.76	1	1	4
Rv1638	uvrA	Probable excinuclease ABC (subunit A-DNA-binding ATPase) UvrA	xu_inh_025_vs_xu_inh_0	0.32	1	1	0
Rv1638A	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	1.67	1	1	2
Rv1639c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.03	1	1	4
Rv1640c	lysX	Lysyl-tRNA synthetase 2 LysX	xu_inh_025_vs_xu_inh_0	-1.02	0.01129	2	0
Rv1641	infC	Probable initiation factor if-3 InfC	xu_inh_025_vs_xu_inh_0	0.4	1	1	0
Rv1642	rpmI	50S ribosomal protein L35 RpmI	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1643	rplT	50S ribosomal protein L20 RplT	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1644	tsnR	Possible 23S rRNA methyltransferase TsnR	xu_inh_025_vs_xu_inh_0	-0.27	1	1	0
Rv1645c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	1.3	0.56991	1	4
Rv1646	PE17	PE family protein PE17	xu_inh_025_vs_xu_inh_0	-0.02	1	1	2
Rv1647	-	Adenylate cyclase (ATP pyrophosphate-lyase) (adenylyl cyclase)	xu_inh_025_vs_xu_inh_0	0.3	1	1	2
Rv1648	-	Probable transmembrane protein	xu_inh_025_vs_xu_inh_0	1.05	1	1	3
Rv1649	pheS	Probable phenylalanyl-tRNA synthetase, alpha chain PheS	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1650	pheT	Probable phenylalanyl-tRNA synthetase, beta chain PheT	xu_inh_025_vs_xu_inh_0	1.38	1	1	0
Rv1651c	PE_PGRS30	PE-PGRS family protein PE_PGRS30	xu_inh_025_vs_xu_inh_0	0.21	1	1	2
Rv1652	argC	Probable N-acetyl-gamma-glutamyl-phoshate reductase ArgC	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1653	argJ	Probable glutamate N-acetyltransferase ArgJ	xu_inh_025_vs_xu_inh_0	3.11	1	1	0
Rv1654	argB	Probable acetylglutamate kinase ArgB	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1655	argD	Probable acetylornithine aminotransferase ArgD	xu_inh_025_vs_xu_inh_0	-0.1	1	1	0
Rv1656	argF	Probable ornithine carbamoyltransferase, anabolic ArgF	xu_inh_025_vs_xu_inh_0	0.41	1	1	0
Rv1657	argR	Probable arginine repressor ArgR (AHRC)	xu_inh_025_vs_xu_inh_0	-0.14	1	1	0
Rv1658	argG	Probable argininosuccinate synthase ArgG	xu_inh_025_vs_xu_inh_0	-0.06	1	1	0
Rv1659	argH	Probable argininosuccinate lyase ArgH	xu_inh_025_vs_xu_inh_0	0	1	1	0
Rv1660	pks10	Chalcone synthase Pks10	xu_inh_025_vs_xu_inh_0	0.58	1	1	0
Rv1661	pks7	Probable polyketide synthase Pks7	xu_inh_025_vs_xu_inh_0	0.24	1	1	0
Rv1662	pks8	Probable polyketide synthase Pks8	xu_inh_025_vs_xu_inh_0	-0.97	1	1	0
Rv1663	pks17	Probable polyketide synthase Pks17	xu_inh_025_vs_xu_inh_0	1.59	1	1	0
Rv1664	pks9	Probable polyketide synthase Pks9	xu_inh_025_vs_xu_inh_0	0.19	1	1	0
Rv1665	pks11	Chalcone synthase Pks11	xu_inh_025_vs_xu_inh_0	0.76	1	1	0
Rv1666c	cyp139	Probable cytochrome P450 139 Cyp139	xu_inh_025_vs_xu_inh_0	-0.19	1	1	0
Rv1667c	-	Probable second part of macrolide-transport ATP-binding protein ABC transporter	xu_inh_025_vs_xu_inh_0	-0.13	1	1	2
Rv1668c	-	Probable first part of macrolide-transport ATP-binding protein ABC transporter	xu_inh_025_vs_xu_inh_0	-0.85	1	1	2
Rv1669	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.06	1	1	4
Rv1670	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.33	1	1	4
Rv1671	-	Probable membrane protein	xu_inh_025_vs_xu_inh_0	0.52	1	1	3
Rv1672c	-	Probable conserved integral membrane transport protein	xu_inh_025_vs_xu_inh_0	1.02	1	1	2
Rv1673c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.09	1	1	3
Rv1674c	-	Probable transcriptional regulatory protein	xu_inh_025_vs_xu_inh_0	-0.01	1	1	1
Rv1675c	cmr	Probable transcriptional regulatory protein Cmr	xu_inh_025_vs_xu_inh_0	-0.53	1	1	0
Rv1676	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.06	1	1	2
Rv1677	dsbF	Probable conserved lipoprotein DsbF	xu_inh_025_vs_xu_inh_0	-0.41	1	1	1
Rv1678	-	Probable integral membrane protein	xu_inh_025_vs_xu_inh_0	-0.01	1	1	3
Rv1679	fadE16	Possible acyl-CoA dehydrogenase FadE16	xu_inh_025_vs_xu_inh_0	0.22	1	1	1
Rv1680	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.18	1	1	3
Rv1681	moeX	Possible molybdopterin biosynthesis protein MoeX	xu_inh_025_vs_xu_inh_0	0.21	1	1	1
Rv1682	-	Probable coiled-coil structural protein	xu_inh_025_vs_xu_inh_0	0.18	1	1	4
Rv1683	-	Possible bifunctional enzyme; long-chain acyl-CoA synthase and lipase	xu_inh_025_vs_xu_inh_0	0.1	1	1	1
Rv1684	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0	1	1	4
Rv1685c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-1.92	0.52251	1	3
Rv1686c	-	Probable conserved integral membrane protein ABC transporter	xu_inh_025_vs_xu_inh_0	-0.03	1	1	1
Rv1687c	-	Probable conserved ATP-binding protein ABC transporter	xu_inh_025_vs_xu_inh_0	0.39	1	1	1
Rv1688	mpg	Possible 3-methyladenine DNA glycosylase Mpg	xu_inh_025_vs_xu_inh_0	-0.23	1	1	0
Rv1689	tyrS	Probable tyrosyl-tRNA synthase TyrS (TYRRS)	xu_inh_025_vs_xu_inh_0	0.12	1	1	0
Rv1690	lprJ	Probable lipoprotein LprJ	xu_inh_025_vs_xu_inh_0	-0.11	1	1	2
Rv1691	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-1	0.63562	1	4
Rv1692	-	Probable phosphatase	xu_inh_025_vs_xu_inh_0	0.66	1	1	2
Rv1693	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-1.15	0.72322	1	4
Rv1694	tlyA	2'-O-methyltransferase TlyA	xu_inh_025_vs_xu_inh_0	0.04	1	1	0
Rv1695	ppnK	Inorganic polyphosphate/ATP-NAD kinase PpnK (poly(P)/ATP NAD kinase)	xu_inh_025_vs_xu_inh_0	0	1	1	1
Rv1696	recN	Probable DNA repair protein RecN (recombination protein N)	xu_inh_025_vs_xu_inh_0	-1.96	1	1	0
Rv1697	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	4.59	1	1	4
Rv1698	mctB	Outer membrane protein MctB	xu_inh_025_vs_xu_inh_0	4.15	0.06959	1	2
Rv1699	pyrG	Probable CTP synthase PyrG	xu_inh_025_vs_xu_inh_0	-0.03	1	1	0
Rv1700	-	NUDIX hydrolase	xu_inh_025_vs_xu_inh_0	0.51	1	1	3
Rv1701	-	Probable integrase/recombinase	xu_inh_025_vs_xu_inh_0	0.07	1	1	1
Rv1702c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.21	1	1	2
Rv1703c	-	Probable catechol-O-methyltransferase	xu_inh_025_vs_xu_inh_0	0.28	1	1	2
Rv1704c	cycA	Probable D-serine/alanine/glycine transporter protein CycA	xu_inh_025_vs_xu_inh_0	0.06	1	1	0
Rv1705c	PPE22	PPE family protein PPE22	xu_inh_025_vs_xu_inh_0	0.62	1	1	2
Rv1706A	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.52	1	1	3
Rv1706c	PPE23	PPE family protein PPE23	xu_inh_025_vs_xu_inh_0	0.38	1	1	2
Rv1707	-	Probable conserved transmembrane protein	xu_inh_025_vs_xu_inh_0	-0.26	1	1	2
Rv1708	-	Putative initiation inhibitor protein	xu_inh_025_vs_xu_inh_0	-1.01	1	1	2
Rv1709	scpA	Possible segregation and condensation protein ScpA	xu_inh_025_vs_xu_inh_0	-1.91	0.17141	1	2
Rv1710	scpB	Possible segregation and condensation protein ScpB	xu_inh_025_vs_xu_inh_0	-0.45	1	1	1
Rv1711	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-1.33	1	1	3
Rv1712	cmk	Cytidylate kinase Cmk (CMP kinase) (cytidine monophosphate kinase) (ck)	xu_inh_025_vs_xu_inh_0	-0.24	1	1	0
Rv1713	engA	Probable GTP-binding protein EngA	xu_inh_025_vs_xu_inh_0	-0.08	1	1	2
Rv1714	-	Probable oxidoreductase	xu_inh_025_vs_xu_inh_0	0.68	0.68512	1	3
Rv1715	fadB3	Probable 3-hydroxybutyryl-CoA dehydrogenase FadB3 (beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)	xu_inh_025_vs_xu_inh_0	-0.07	1	1	0
Rv1716	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.13	1	1	4
Rv1717	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.18	1	1	3
Rv1718	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.09	1	1	4
Rv1719	-	Probable transcriptional regulatory protein	xu_inh_025_vs_xu_inh_0	-1.69	0.65931	1	1
Rv1720c	vapC12	Possible toxin VapC12	xu_inh_025_vs_xu_inh_0	-1.05	1	1	3
Rv1721c	vapB12	Possible antitoxin VapB12	xu_inh_025_vs_xu_inh_0	0.3	1	1	3
Rv1722	-	Possible carboxylase	xu_inh_025_vs_xu_inh_0	0.5	1	1	2
Rv1723	-	Probable hydrolase	xu_inh_025_vs_xu_inh_0	-0.07	1	1	2
Rv1724c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.21	1	1	4
Rv1725c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.23	1	1	3
Rv1726	-	Probable oxidoreductase	xu_inh_025_vs_xu_inh_0	-0.12	1	1	2
Rv1727	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.55	1	1	4
Rv1728c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.55	1	1	4
Rv1729c	-	Possible S-adenosylmethionine-dependent methyltransferase	xu_inh_025_vs_xu_inh_0	-0.01	1	1	2
Rv1730c	-	Possible penicillin-binding protein	xu_inh_025_vs_xu_inh_0	0	1	1	1
Rv1731	gabD2	Possible succinate-semialdehyde dehydrogenase [NADP+] dependent (SSDH) GabD2	xu_inh_025_vs_xu_inh_0	1.15	1	1	0
Rv1732c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.08	1	1	3
Rv1733c	-	Probable conserved transmembrane protein	xu_inh_025_vs_xu_inh_0	-0.2	1	1	3
Rv1734c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.29	1	1	3
Rv1735Ac	-		xu_inh_025_vs_xu_inh_0	-0.19	1	1	
Rv1735c	-	Hypothetical membrane protein	xu_inh_025_vs_xu_inh_0	0.84	1	1	3
Rv1736c	narX	Probable nitrate reductase NarX	xu_inh_025_vs_xu_inh_0	-0.26	1	1	0
Rv1737c	narK2	Possible nitrate/nitrite transporter NarK2	xu_inh_025_vs_xu_inh_0	0.54	1	1	0
Rv1738	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.13	1	1	4
Rv1739c	-	Probable sulphate-transport transmembrane protein ABC transporter	xu_inh_025_vs_xu_inh_0	0.41	1	1	1
Rv1740	vapB34	Possible antitoxin VapB34	xu_inh_025_vs_xu_inh_0	-0.42	1	1	3
Rv1741	vapC34	Possible toxin VapC34 Contains PIN domain	xu_inh_025_vs_xu_inh_0	0.55	1	1	3
Rv1742	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.76	1	1	4
Rv1743	pknE	Probable transmembrane serine/threonine-protein kinase E PknE (protein kinase E) (STPK E)	xu_inh_025_vs_xu_inh_0	0.74	1	1	1
Rv1744c	-	Probable membrane protein	xu_inh_025_vs_xu_inh_0	-0.18	1	1	4
Rv1745c	idi	Probable isopentenyl-diphosphate delta-isomerase Idi (IPP isomerase) (isopentenyl pyrophosphate isomerase)	xu_inh_025_vs_xu_inh_0	2.87	0	3	1
Rv1746	pknF	Anchored-membrane serine/threonine-protein kinase PknF (protein kinase F) (STPK F)	xu_inh_025_vs_xu_inh_0	0.24	1	1	1
Rv1747	-	Probable conserved transmembrane ATP-binding protein ABC transporter	xu_inh_025_vs_xu_inh_0	-0.58	0.46707	1	1
Rv1748	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.27	1	1	4
Rv1749c	-	Possible integral membrane protein	xu_inh_025_vs_xu_inh_0	-0.11	1	1	3
Rv1750c	fadD1	Possible fatty-acid-CoA ligase FadD1 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	xu_inh_025_vs_xu_inh_0	0.01	1	1	1
Rv1751	-	Probable oxidoreductase	xu_inh_025_vs_xu_inh_0	-0.45	1	1	2
Rv1752	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.32	1	1	4
Rv1753c	PPE24	PPE family protein PPE24	xu_inh_025_vs_xu_inh_0	-0.18	1	1	2
Rv1754c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.89	1	1	4
Rv1755c	plcD	Probable phospholipase C 4 (fragment) PlcD	xu_inh_025_vs_xu_inh_0	-0.48	1	1	0
Rv1756c	-	Putative transposase	xu_inh_025_vs_xu_inh_0	-0.14	1	1	1
Rv1757c	-	Putative transposase for insertion sequence element IS6110 (fragment)	xu_inh_025_vs_xu_inh_0	-0.25	1	1	1
Rv1758	cut1	Probable cutinase Cut1	xu_inh_025_vs_xu_inh_0	-0.4	1	1	1
Rv1759c	wag22	PE-PGRS family protein Wag22	xu_inh_025_vs_xu_inh_0	0.64	0.92149	1	2
Rv1760	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	xu_inh_025_vs_xu_inh_0	0.2	1	1	3
Rv1761c	-	Possible exported protein	xu_inh_025_vs_xu_inh_0	0.04	1	1	4
Rv1762c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0	1	1	4
Rv1763	-	Putative transposase for insertion sequence element IS6110 (fragment)	xu_inh_025_vs_xu_inh_0	-0.39	1	1	1
Rv1764	-	Putative transposase	xu_inh_025_vs_xu_inh_0	-0.09	1	1	1
Rv1765A	-	Putative transposase (fragment)	xu_inh_025_vs_xu_inh_0	0.14	1	1	1
Rv1765c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.37	1	1	3
Rv1766	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.33	1	1	4
Rv1767	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.31	1	1	4
Rv1768	PE_PGRS31	PE-PGRS family protein PE_PGRS31	xu_inh_025_vs_xu_inh_0	1.29	1	1	2
Rv1769	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.1	1	1	3
Rv1770	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.23	1	1	4
Rv1771	-	L-gulono-1,4-lactone dehydrogenase	xu_inh_025_vs_xu_inh_0	0.09	1	1	1
Rv1772	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.31	1	1	3
Rv1773c	-	Probable transcriptional regulatory protein	xu_inh_025_vs_xu_inh_0	0	1	1	1
Rv1774	-	Probable oxidoreductase	xu_inh_025_vs_xu_inh_0	-0.02	1	1	2
Rv1775	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	1.03	0.50126	1	4
Rv1776c	-	Possible transcriptional regulatory protein	xu_inh_025_vs_xu_inh_0	0.48	1	1	1
Rv1777	cyp144	Probable cytochrome P450 144 Cyp144	xu_inh_025_vs_xu_inh_0	-0.03	1	1	0
Rv1778c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.39	1	1	4
Rv1779c	-	Possible integral membrane protein	xu_inh_025_vs_xu_inh_0	0.23	1	1	3
Rv1780	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	1.15	0.99491	1	4
Rv1781c	malQ	Probable 4-alpha-glucanotransferase MalQ (amylomaltase) (disproportionating enzyme) (D-enzyme)	xu_inh_025_vs_xu_inh_0	-0.18	1	1	0
Rv1782	eccB5	ESX conserved component EccB5 ESX-5 type VII secretion system protein Probable membrane protein	xu_inh_025_vs_xu_inh_0	2.31	0.89242	1	3
Rv1783	eccC5	ESX conserved component EccC5 ESX-5 type VII secretion system protein	xu_inh_025_vs_xu_inh_0	0.92	1	1	2
Rv1785c	cyp143	Probable cytochrome P450 143 Cyp143	xu_inh_025_vs_xu_inh_0	1.29	1	1	0
Rv1786	-	Probable ferredoxin	xu_inh_025_vs_xu_inh_0	0.12	1	1	1
Rv1787	PPE25	PPE family protein PPE25	xu_inh_025_vs_xu_inh_0	0.66	1	1	2
Rv1788	PE18	PE family protein PE18	xu_inh_025_vs_xu_inh_0	-0.05	1	1	2
Rv1789	PPE26	PPE family protein PPE26	xu_inh_025_vs_xu_inh_0	-0.19	1	1	2
Rv1790	PPE27	PPE family protein PPE27	xu_inh_025_vs_xu_inh_0	0.67	1	1	2
Rv1791	PE19	PE family protein PE19	xu_inh_025_vs_xu_inh_0	4.77	0.02446	2	2
Rv1792	-		xu_inh_025_vs_xu_inh_0	-0.07	1	1	
Rv1792A	-		xu_inh_025_vs_xu_inh_0	0.4	1	1	
Rv1793	esxN	Putative ESAT-6 like protein EsxN (ESAT-6 like protein 5)	xu_inh_025_vs_xu_inh_0	-0.61	1	1	3
Rv1794	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.13	1	1	4
Rv1795	eccD5	ESX conserved component EccD5 ESX-5 type VII secretion system protein Probable membrane protein	xu_inh_025_vs_xu_inh_0	3.21	1	1	2
Rv1796	mycP5	Probable proline rich membrane-anchored mycosin MycP5 (serine protease) (subtilisin-like protease) (subtilase-like) (mycosin-5)	xu_inh_025_vs_xu_inh_0	-1.2	1	1	1
Rv1797	eccE5	ESX conserved component EccE5 ESX-5 type VII secretion system protein Probable membrane protein	xu_inh_025_vs_xu_inh_0	1.99	0.96487	1	3
Rv1798	eccA5	ESX conserved component EccA5 ESX-5 type VII secretion system protein	xu_inh_025_vs_xu_inh_0	-1.86	0	3	2
Rv1799	lppT	Probable lipoprotein LppT	xu_inh_025_vs_xu_inh_0	0	1	1	2
